marker,chromosome,position,basepair
UNC2835441,2,32.09792,32097920
JAX00486669,2,32.165224,32165224
UNC2836041,2,32.172696,32172696
UNC2836558,2,32.217751,32217751
UNC021013288,2,32.234808,32234808
UNC2837330,2,32.287741,32287741
UNC2837615,2,32.336332,32336332
UNC2837930,2,32.377546,32377546
UNC2838381,2,32.423531,32423531
JAX00486705,2,32.456572,32456572
UNC2838826,2,32.471211,32471211
UNC2839179,2,32.504078,32504078
UNC2839875,2,32.580669,32580669
UNC2840094,2,32.604807,32604807
UNC2840394,2,32.647933,32647933
UNC2840901,2,32.698567,32698567
UNC2841258,2,32.745141,32745141
JAX00486735,2,32.745216,32745216
backupUNC021869680,2,32.769823,32769823
UNC2841780,2,32.806853,32806853
UNC2842175,2,32.835365,32835365
UNC2842526,2,32.871806,32871806
JAX00486759,2,32.903745,32903745
UNC2842985,2,32.910616,32910616
UNC2843756,2,32.967805,32967805
UNC2844216,2,33.018237,33018237
JAX00486771,2,33.054415,33054415
UNC2844705,2,33.066035,33066035
JAX00092865,2,33.077096,33077096
UNC2844929,2,33.106812,33106812
UNC2845235,2,33.157837,33157837
UNC2845489,2,33.201473,33201473
UNC2845901,2,33.246024,33246024
UNC2846267,2,33.293098,33293098
JAX00486792,2,33.296023,33296023
UNC2846510,2,33.322478,33322478
UNC2847079,2,33.391243,33391243
UNC2847422,2,33.43207,33432070
UNC2847646,2,33.461651,33461651
UNC2848293,2,33.520337,33520337
UNC021015060,2,33.536508,33536508
UNC2848789,2,33.56539,33565390
UNC2849277,2,33.623021,33623021
UNC2849605,2,33.670782,33670782
UNC2849981,2,33.701416,33701416
JAX00486864,2,33.702891,33702891
UNC2850357,2,33.728737,33728737
UNC2851063,2,33.795137,33795137
UNC2851487,2,33.835547,33835547
UNC2852061,2,33.879187,33879187
UNC2852718,2,33.930663,33930663
UNC2853148,2,33.975046,33975046
UNC2853592,2,34.028373,34028373
JAX00486934,2,34.056208,34056208
UNC2854050,2,34.073489,34073489
UNC2854360,2,34.097475,34097475
UNC2854708,2,34.136728,34136728
UNC2855221,2,34.185867,34185867
UNC2855681,2,34.24963,34249630
UNC2855863,2,34.297676,34297676
UNC2856254,2,34.353877,34353877
UNC2856758,2,34.420744,34420744
UNC2857265,2,34.478184,34478184
JAX00486988,2,34.490254,34490254
UNC2857708,2,34.522803,34522803
UNC2857898,2,34.549574,34549574
JAX00092974,2,34.552221,34552221
UNC020389099,2,34.613106,34613106
UNC2858553,2,34.619505,34619505
JAX00487015,2,34.651892,34651892
JAX00487018,2,34.658977,34658977
UNC2859154,2,34.662924,34662924
UNC2859486,2,34.70462,34704620
UNC2859827,2,34.752396,34752396
UNC2860391,2,34.803222,34803222
UNC2861185,2,34.876504,34876504
UNC2862042,2,34.946442,34946442
UNC2862710,2,34.988979,34988979
UNC2863258,2,35.028639,35028639
UNC2864071,2,35.072374,35072374
UNC2864638,2,35.117718,35117718
JAX00487071,2,35.126616,35126616
UNC2865165,2,35.15871,35158710
UNC2865530,2,35.204068,35204068
UNC2866233,2,35.250934,35250934
UNC2866663,2,35.279029,35279029
UNC2867356,2,35.337093,35337093
JAX00487098,2,35.386812,35386812
JAX00093039,2,35.399112,35399112
JAX00487111,2,35.44156,35441560
UNC2868484,2,35.442092,35442092
UNC2868862,2,35.477444,35477444
UNC2869310,2,35.512546,35512546
UNC2870096,2,35.573901,35573901
UNC2870662,2,35.617709,35617709
JAX00487140,2,35.619645,35619645
backupJAX00093057,2,35.644371,35644371
UNC2872469,2,35.775531,35775531
JAX00487168,2,35.776727,35776727
UNC2873585,2,35.852538,35852538
JAX00487178,2,35.87216,35872160
UNC2874731,2,35.938281,35938281
JAX00093084,2,35.998076,35998076
UNC2876098,2,36.048038,36048038
UNC2876951,2,36.128776,36128776
UNC020019262,2,36.213441,36213441
UNC2878253,2,36.241231,36241231
JAX00093103,2,36.262516,36262516
UNC2879005,2,36.33207,36332070
UNC2879571,2,36.399352,36399352
UNC020019348,2,36.453946,36453946
UNC2880433,2,36.53574,36535740
UNC2881195,2,36.634662,36634662
UNC2883726,2,36.829505,36829505
JAX00487283,2,36.844897,36844897
UNC2884991,2,36.933313,36933313
UNC2885367,2,36.990119,36990119
JAX00093160,2,37.036251,37036251
UNC2886403,2,37.123556,37123556
UNC2887316,2,37.214725,37214725
JAX00093176,2,37.327719,37327719
UNC2888934,2,37.422712,37422712
UNC2889478,2,37.523872,37523872
UNC020019651,2,37.549128,37549128
UNC2889949,2,37.61231,37612310
UNC2890273,2,37.704164,37704164
JAX00487356,2,37.727021,37727021
backupUNC020019869,2,37.75825,37758250
UNC2890804,2,37.759933,37759933
UNC2891955,2,37.906431,37906431
backupUNC021038862,2,38.014637,38014637
UNC2892954,2,38.101189,38101189
UNC2893173,2,38.163705,38163705
UNC2893757,2,38.288114,38288114
UNC020306239,2,38.307994,38307994
UNC2894927,2,38.420495,38420495
UNC2896194,2,38.515358,38515358
UNC2896990,2,38.585163,38585163
UNC020020374,2,38.615619,38615619
UNC2897592,2,38.645389,38645389
JAX00724594,2,38.693544,38693544
UNC2898711,2,38.769181,38769181
UNC2899377,2,38.864446,38864446
UNC020306317,2,38.973156,38973156
UNC2900403,2,38.980102,38980102
JAX00487517,2,39.032141,39032141
UNC2901147,2,39.078191,39078191
JAX00487526,2,39.094833,39094833
UNC2901574,2,39.183765,39183765
UNC2902039,2,39.253664,39253664
UNC2902747,2,39.33285,39332850
JAX00487549,2,39.34681,39346810
JAX00093331,2,39.358244,39358244
UNC2904048,2,39.47145,39471450
JAX00093342,2,39.50706,39507060
UNC2904735,2,39.550108,39550108
UNC2905797,2,39.670861,39670861
UNC2906432,2,39.778395,39778395
UNC2907111,2,39.860108,39860108
UNC2908064,2,39.947549,39947549
UNC020021506,2,40.052422,40052422
UNC2909296,2,40.052905,40052905
UNC2910141,2,40.161762,40161762
JAX00487617,2,40.178934,40178934
UNC2910745,2,40.254289,40254289
UNC2912031,2,40.350184,40350184
UNC2913425,2,40.45163,40451630
UNC2914089,2,40.496936,40496936
UNC2916440,2,40.663868,40663868
UNC2917825,2,40.735968,40735968
UNC020306643,2,40.747796,40747796
UNC2918735,2,40.840034,40840034
UNC2920213,2,40.936178,40936178
JAX00487704,2,40.970564,40970564
JAX00216253,2,41.016855,41016855
UNC2921563,2,41.031353,41031353
UNC2923405,2,41.162585,41162585
UNC2924330,2,41.233347,41233347
UNC2925358,2,41.328197,41328197
UNC2927090,2,41.496186,41496186
JAX00487780,2,41.520167,41520167
UNC2928594,2,41.621428,41621428
UNC2930059,2,41.721224,41721224
UNC2931007,2,41.819019,41819019
JAX00093512,2,41.849202,41849202
UNC020028580,2,41.870701,41870701
UNC2932119,2,41.928698,41928698
UNC2934029,2,42.11119,42111190
UNC2935160,2,42.219675,42219675
UNC2936173,2,42.305624,42305624
JAX00093546,2,42.316576,42316576
JAX00487877,2,42.374712,42374712
JAX00487885,2,42.39573,42395730
UNC2937819,2,42.407732,42407732
UNC2939733,2,42.54008,42540080
JAX00487909,2,42.552922,42552922
UNC2940231,2,42.581186,42581186
JAX00093573,2,42.658446,42658446
UNC020032159,2,42.66947,42669470
UNC2941859,2,42.714851,42714851
UNC2943290,2,42.794829,42794829
UNC2944490,2,42.892647,42892647
UNC2947359,2,43.076856,43076856
UNC2948436,2,43.147031,43147031
UNC2949898,2,43.255497,43255497
JAX00488019,2,43.316497,43316497
UNC2951612,2,43.38077,43380770
UNC2952228,2,43.44456,43444560
JAX00093635,2,43.460281,43460281
UNC2952407,2,43.46431,43464310
UNC2952619,2,43.478363,43478363
UNC2952841,2,43.494413,43494413
UNC2952891,2,43.507828,43507828
UNC2953044,2,43.52248,43522480
UNC2953198,2,43.532849,43532849
UNC2953327,2,43.546362,43546362
UNC2953456,2,43.557378,43557378
UNC2953670,2,43.570163,43570163
UNC2953863,2,43.584873,43584873
JAX00488064,2,43.585151,43585151
UNC2954001,2,43.598114,43598114
UNC2954129,2,43.609818,43609818
UNC2954270,2,43.618202,43618202
UNC2954607,2,43.640064,43640064
UNC020035088,2,43.643815,43643815
UNC2954837,2,43.659712,43659712
UNC2954995,2,43.669305,43669305
UNC2955361,2,43.693749,43693749
UNC2955403,2,43.697902,43697902
JAX00488082,2,43.701553,43701553
JAX00488083,2,43.701868,43701868
UNC2955481,2,43.709061,43709061
UNC2955658,2,43.722297,43722297
UNC2955968,2,43.741741,43741741
UNC2956067,2,43.748602,43748602
UNC2956247,2,43.766129,43766129
UNC2956340,2,43.774733,43774733
UNC2956600,2,43.796406,43796406
JAX00488101,2,43.796728,43796728
UNC2956654,2,43.80486,43804860
UNC2956750,2,43.816921,43816921
UNC2956901,2,43.831201,43831201
UNC2957084,2,43.848875,43848875
UNC2957113,2,43.851327,43851327
UNC2957243,2,43.864709,43864709
UNC2957455,2,43.875965,43875965
UNC2957724,2,43.899329,43899329
UNC2957852,2,43.910137,43910137
UNC2957991,2,43.922889,43922889
JAX00093668,2,43.924783,43924783
UNC2958049,2,43.930238,43930238
JAX00488131,2,43.93356,43933560
UNC2958140,2,43.947073,43947073
UNC2958192,2,43.959124,43959124
UNC2958353,2,43.971198,43971198
UNC2958464,2,43.985184,43985184
UNC2958631,2,43.999128,43999128
JAX00488142,2,44.000102,44000102
UNC2958771,2,44.011886,44011886
UNC2958822,2,44.022022,44022022
UNC2958944,2,44.037593,44037593
UNC2959133,2,44.052851,44052851
UNC2959202,2,44.063163,44063163
UNC2959465,2,44.08488,44084880
JAX00488156,2,44.094942,44094942
UNC2959583,2,44.10338,44103380
UNC2959673,2,44.113727,44113727
UNC2959801,2,44.128133,44128133
JAX00488160,2,44.133196,44133196
JAX00488166,2,44.142057,44142057
UNC2959949,2,44.142514,44142514
JAX00488167,2,44.155547,44155547
UNC2960075,2,44.155806,44155806
UNC2960153,2,44.166362,44166362
UNC2960178,2,44.176106,44176106
UNC2960283,2,44.191147,44191147
UNC2960414,2,44.20519,44205190
UNC2960574,2,44.221998,44221998
UNC2960618,2,44.226155,44226155
UNC020307473,2,44.235715,44235715
JAX00093690,2,44.245023,44245023
UNC2960802,2,44.245442,44245442
UNC2961020,2,44.260476,44260476
UNC2961065,2,44.268174,44268174
UNC2961154,2,44.283395,44283395
UNC2961296,2,44.29629,44296290
UNC020036328,2,44.307084,44307084
UNC2961404,2,44.312603,44312603
UNC2961482,2,44.322324,44322324
JAX00093696,2,44.325819,44325819
UNC2961643,2,44.334944,44334944
JAX00216334,2,44.340114,44340114
UNC2962099,2,44.392858,44392858
JAX00488203,2,44.459327,44459327
UNC2963369,2,44.523921,44523921
UNC020307523,2,44.549987,44549987
UNC2964223,2,44.628004,44628004
JAX00488239,2,44.742219,44742219
UNC2965165,2,44.790059,44790059
JAX00488244,2,44.836107,44836107
UNC2965894,2,44.900895,44900895
UNC2966752,2,45.023644,45023644
UNC020307573,2,45.033206,45033206
JAX00488279,2,45.078447,45078447
UNC2967641,2,45.157118,45157118
JAX00488296,2,45.226568,45226568
UNC020037344,2,45.235845,45235845
JAX00488307,2,45.243295,45243295
UNC2968890,2,45.28486,45284860
UNC2970167,2,45.438697,45438697
UNC2971232,2,45.556715,45556715
UNC2972402,2,45.685369,45685369
UNC2973287,2,45.796216,45796216
UNC2974696,2,45.928355,45928355
UNC2975841,2,46.065684,46065684
UNC2977186,2,46.195816,46195816
UNC2978184,2,46.32269,46322690
UNC2979255,2,46.438089,46438089
JAX00093867,2,46.603861,46603861
UNC2981117,2,46.617949,46617949
UNC020307912,2,46.700999,46700999
UNC2982801,2,46.730763,46730763
UNC2984178,2,46.872175,46872175
UNC2985334,2,46.957405,46957405
UNC2986613,2,47.046203,47046203
UNC020042201,2,47.072617,47072617
JAX00093904,2,47.072881,47072881
UNC2987311,2,47.088389,47088389
UNC2987382,2,47.09401,47094010
UNC2987523,2,47.106197,47106197
UNC2987575,2,47.117903,47117903
UNC2987651,2,47.131508,47131508
UNC2987801,2,47.159732,47159732
UNC2988115,2,47.181578,47181578
UNC2988174,2,47.186546,47186546
UNC2988344,2,47.201059,47201059
JAX00093914,2,47.204564,47204564
UNC2988444,2,47.211646,47211646
UNC2988480,2,47.221125,47221125
UNC2988528,2,47.230556,47230556
UNC2988581,2,47.239993,47239993
UNC2988732,2,47.253971,47253971
UNC2988755,2,47.258345,47258345
UNC2988855,2,47.272933,47272933
UNC2988935,2,47.281578,47281578
JAX00093919,2,47.282743,47282743
UNC2989111,2,47.292734,47292734
UNC2989213,2,47.303108,47303108
UNC2989342,2,47.311995,47311995
B6_02-047175333-S,2,47.319813,47319813
UNC2989459,2,47.323379,47323379
JAX00488553,2,47.324711,47324711
UNC2989540,2,47.333513,47333513
UNC2989630,2,47.344755,47344755
UNC2990826,2,47.461453,47461453
backupUNC020392414,2,47.491402,47491402
JAX00093950,2,47.680721,47680721
UNC2998289,2,47.998974,47998974
backupUNC020044311,2,47.999477,47999477
JAX00488660,2,48.001927,48001927
JAX00488677,2,48.061576,48061576
JAX00488692,2,48.1433,48143300
UNC3002129,2,48.329463,48329463
UNC020393325,2,48.371619,48371619
JAX00094009,2,48.481792,48481792
JAX00488752,2,48.501327,48501327
UNC3005420,2,48.607776,48607776
JAX00488788,2,48.607841,48607841
JAX00094019,2,48.607891,48607891
JAX00488811,2,48.697133,48697133
UNC020338205,2,48.751662,48751662
backupUNC020046155,2,49.059884,49059884
UNC3010578,2,49.120583,49120583
JAX00094073,2,49.324275,49324275
JAX00094077,2,49.378545,49378545
UNC3014778,2,49.465856,49465856
UNC3015275,2,49.527869,49527869
JAX00488928,2,49.546825,49546825
UNC3015612,2,49.557515,49557515
backupUNC020046752,2,49.575148,49575148
UNC3015864,2,49.57587,49575870
UNC3016329,2,49.59588,49595880
UNC3016652,2,49.616736,49616736
UNC3016911,2,49.63766,49637660
UNC3017201,2,49.655704,49655704
backupJAX00094100,2,49.678338,49678338
JAX00094103,2,49.705311,49705311
UNC3018065,2,49.711871,49711871
UNC3018669,2,49.746647,49746647
UNC3018867,2,49.759443,49759443
UNC3019321,2,49.782941,49782941
UNC3019739,2,49.81321,49813210
UNC3020004,2,49.830146,49830146
UNC3020326,2,49.856915,49856915
UNC3020605,2,49.872354,49872354
UNC3021114,2,49.896889,49896889
UNC3021584,2,49.926875,49926875
UNC3021899,2,49.943725,49943725
UNC3022083,2,49.956292,49956292
UNC020308632,2,49.968229,49968229
UNC3022692,2,49.989544,49989544
UNC3023025,2,50.013431,50013431
UNC3023399,2,50.041362,50041362
UNC3023661,2,50.065724,50065724
UNC3024067,2,50.090942,50090942
UNC3024188,2,50.099644,50099644
UNC3024712,2,50.128427,50128427
UNC3025235,2,50.153374,50153374
UNC3025521,2,50.171189,50171189
UNC3026099,2,50.203347,50203347
UNC3026497,2,50.229253,50229253
JAX00094142,2,50.247874,50247874
UNC3026634,2,50.248905,50248905
JAX00489079,2,50.264409,50264409
UNC3027081,2,50.276496,50276496
UNC3027363,2,50.301312,50301312
UNC3027596,2,50.316681,50316681
JAX00489088,2,50.325046,50325046
UNC3027989,2,50.33568,50335680
UNC3028379,2,50.361375,50361375
UNC020049909,2,50.373627,50373627
UNC3028822,2,50.394953,50394953
UNC3029043,2,50.408092,50408092
UNC3029507,2,50.435018,50435018
JAX00489123,2,50.447345,50447345
UNC3029880,2,50.454516,50454516
UNC3030129,2,50.47766,50477660
UNC3030577,2,50.502724,50502724
UNC3030964,2,50.52378,50523780
JAX00216479,2,50.526521,50526521
UNC3031254,2,50.553174,50553174
UNC3031498,2,50.5687,50568700
UNC3031936,2,50.593697,50593697
UNC3032236,2,50.617882,50617882
JAX00489145,2,50.618946,50618946
UNC3032643,2,50.640741,50640741
UNC3032796,2,50.662923,50662923
JAX00489154,2,50.678145,50678145
UNC3033091,2,50.687765,50687765
UNC3033471,2,50.705936,50705936
UNC3033747,2,50.72783,50727830
UNC020050715,2,50.738903,50738903
UNC3034085,2,50.74501,50745010
UNC3034706,2,50.781377,50781377
UNC3035029,2,50.804002,50804002
UNC3035366,2,50.823894,50823894
UNC3035816,2,50.852212,50852212
JAX00489200,2,50.858877,50858877
UNC3035997,2,50.865162,50865162
UNC3036276,2,50.884757,50884757
UNC3036909,2,50.915142,50915142
UNC3037290,2,50.94295,50942950
UNC3037495,2,50.961024,50961024
UNC3038059,2,50.988361,50988361
UNC3038284,2,51.012278,51012278
UNC3038487,2,51.033211,51033211
UNC3038847,2,51.057091,51057091
JAX00489226,2,51.068226,51068226
UNC3039400,2,51.089849,51089849
UNC3039529,2,51.10235,51102350
UNC3039871,2,51.127068,51127068
UNC3040086,2,51.150195,51150195
JAX00489243,2,51.160834,51160834
UNC3040419,2,51.174535,51174535
UNC3040756,2,51.197945,51197945
UNC3041309,2,51.221397,51221397
JAX00489262,2,51.222865,51222865
JAX00489264,2,51.22695,51226950
UNC3041586,2,51.242565,51242565
JAX00094217,2,51.248224,51248224
UNC3041912,2,51.267754,51267754
UNC3042260,2,51.288898,51288898
UNC3042565,2,51.313205,51313205
UNC020056193,2,51.318265,51318265
JAX00489287,2,51.319542,51319542
UNC3042970,2,51.336477,51336477
UNC3043276,2,51.35849,51358490
UNC3043685,2,51.385891,51385891
UNC3044168,2,51.415526,51415526
JAX00489314,2,51.424655,51424655
UNC3045109,2,51.473822,51473822
UNC3046513,2,51.575709,51575709
UNC3047289,2,51.614953,51614953
UNC3048696,2,51.692613,51692613
JAX00489357,2,51.7093,51709300
UNC020060188,2,51.73269,51732690
JAX00489369,2,51.73695,51736950
UNC3049980,2,51.758745,51758745
UNC3051114,2,51.83044,51830440
backupUNC020309212,2,51.867083,51867083
JAX00094264,2,51.894064,51894064
UNC3052273,2,51.907889,51907889
JAX00094266,2,51.915619,51915619
UNC3052963,2,51.96148,51961480
UNC3054232,2,52.042581,52042581
UNC3054910,2,52.112031,52112031
UNC3055642,2,52.182566,52182566
JAX00489448,2,52.21927,52219270
UNC3057469,2,52.296684,52296684
JAX00094298,2,52.306667,52306667
UNC3059405,2,52.426783,52426783
UNC3059927,2,52.463164,52463164
UNC3061252,2,52.553311,52553311
UNC3061535,2,52.575574,52575574
UNC3062474,2,52.64426,52644260
JAX00094320,2,52.646782,52646782
UNC3063996,2,52.767186,52767186
UNC3064760,2,52.810978,52810978
JAX00489593,2,52.880792,52880792
UNC3066108,2,52.900654,52900654
UNC3066735,2,52.952366,52952366
UNC3067473,2,53.017643,53017643
JAX00489642,2,53.050318,53050318
UNC3068322,2,53.071636,53071636
UNC3069434,2,53.152944,53152944
UNC3070227,2,53.222692,53222692
UNC020066636,2,53.242334,53242334
UNC3071379,2,53.311598,53311598
UNC3072125,2,53.38739,53387390
UNC3073250,2,53.47307,53473070
UNC3073508,2,53.490151,53490151
UNC3074975,2,53.59402,53594020
backupUNC020067801,2,53.714951,53714951
UNC3077062,2,53.736354,53736354
UNC3077873,2,53.8138,53813800
UNC3078771,2,53.879182,53879182
UNC3079388,2,53.938349,53938349
UNC3080812,2,54.028947,54028947
UNC021811226,2,54.079088,54079088
UNC3081521,2,54.08283,54082830
UNC3083037,2,54.17217,54172170
UNC3083574,2,54.216922,54216922
UNC3085586,2,54.375359,54375359
UNC3086503,2,54.434637,54434637
UNC020069401,2,54.438774,54438774
UNC3088407,2,54.585944,54585944
JAX00188997,2,54.636142,54636142
UNC3089198,2,54.654026,54654026
UNC3090003,2,54.738246,54738246
UNC3090814,2,54.806366,54806366
JAX00489906,2,54.85957,54859570
UNC3091545,2,54.861363,54861363
UNC020309923,2,54.901449,54901449
UNC3092556,2,54.936421,54936421
UNC3093829,2,55.033162,55033162
UNC3094062,2,55.052194,55052194
JAX00489931,2,55.072777,55072777
JAX00489934,2,55.091914,55091914
JAX00094504,2,55.09242,55092420
JAX00094509,2,55.165403,55165403
UNC3095904,2,55.175281,55175281
UNC3096286,2,55.220926,55220926
JAX00489952,2,55.225543,55225543
JAX00094516,2,55.246458,55246458
UNC3097021,2,55.290518,55290518
UNC3097755,2,55.368147,55368147
UNC3098629,2,55.432292,55432292
UNC3099364,2,55.477721,55477721
UNC3100724,2,55.57461,55574610
UNC3101378,2,55.651233,55651233
UNC3102378,2,55.713905,55713905
UNC3103316,2,55.795769,55795769
UNC3104097,2,55.855423,55855423
UNC3105016,2,55.921493,55921493
UNC3105885,2,55.980625,55980625
UNC3107052,2,56.081692,56081692
UNC3108101,2,56.150499,56150499
UNC3108655,2,56.200279,56200279
UNC3109658,2,56.282983,56282983
UNC3110369,2,56.342775,56342775
UNC3111207,2,56.429579,56429579
backupUNC020074414,2,56.461346,56461346
UNC3111496,2,56.461943,56461943
UNC3112305,2,56.562872,56562872
UNC3112644,2,56.59801,56598010
JAX00490136,2,56.67765,56677650
UNC3114751,2,56.780882,56780882
JAX00490148,2,56.833005,56833005
UNC3115467,2,56.851946,56851946
JAX00490150,2,56.86114,56861140
UNC3115976,2,56.919098,56919098
JAX00094642,2,56.923115,56923115
UNC3116498,2,56.985207,56985207
JAX00490180,2,56.991569,56991569
UNC3117415,2,57.073068,57073068
UNC3117652,2,57.100729,57100729
JAX00490199,2,57.102965,57102965
UNC3118371,2,57.182391,57182391
UNC3119411,2,57.256177,57256177
JAX00094668,2,57.284737,57284737
JAX00094671,2,57.321015,57321015
UNC3120836,2,57.347747,57347747
UNC020076909,2,57.385681,57385681
UNC3121230,2,57.38935,57389350
UNC3122163,2,57.479852,57479852
UNC3122761,2,57.549943,57549943
UNC3123371,2,57.617575,57617575
UNC3123656,2,57.656904,57656904
UNC020076963,2,57.658939,57658939
UNC3124756,2,57.77747,57777470
UNC3125032,2,57.798985,57798985
JAX00490285,2,57.899382,57899382
UNC3126038,2,57.904684,57904684
UNC3126639,2,57.959584,57959584
JAX00094719,2,57.960665,57960665
UNC3127670,2,58.031114,58031114
JAX00490317,2,58.080393,58080393
UNC3128704,2,58.106892,58106892
JAX00490329,2,58.135451,58135451
JAX00490331,2,58.137126,58137126
JAX00490341,2,58.176319,58176319
UNC3129926,2,58.190151,58190151
UNC3130373,2,58.237403,58237403
UNC3131327,2,58.326358,58326358
UNC3132074,2,58.398117,58398117
UNC3132612,2,58.433524,58433524
UNC3133937,2,58.511761,58511761
UNC3134891,2,58.598796,58598796
UNC3135726,2,58.657701,58657701
UNC020395186,2,58.662484,58662484
UNC3136564,2,58.729017,58729017
UNC3138181,2,58.816052,58816052
UNC3139257,2,58.891209,58891209
UNC3140158,2,58.956338,58956338
UNC3141598,2,59.032644,59032644
UNC3141953,2,59.122082,59122082
UNC3142887,2,59.185049,59185049
UNC3143972,2,59.26951,59269510
JAX00490512,2,59.270791,59270791
UNC3144266,2,59.289514,59289514
UNC3144695,2,59.338603,59338603
UNC3145171,2,59.370763,59370763
UNC3145495,2,59.386966,59386966
UNC3146074,2,59.422303,59422303
UNC3146645,2,59.452661,59452661
UNC3147327,2,59.495087,59495087
JAX00490560,2,59.514265,59514265
UNC3147814,2,59.518078,59518078
UNC3148195,2,59.534302,59534302
UNC3149128,2,59.590018,59590018
JAX00094838,2,59.596851,59596851
UNC3149359,2,59.607567,59607567
UNC3149920,2,59.64085,59640850
JAX00094844,2,59.665939,59665939
UNC3150522,2,59.674969,59674969
UNC3150916,2,59.700765,59700765
UNC3151561,2,59.737708,59737708
UNC3151830,2,59.752753,59752753
UNC3152204,2,59.782171,59782171
JAX00490631,2,59.817783,59817783
UNC3152688,2,59.819745,59819745
UNC3153097,2,59.851261,59851261
backupUNC020080085,2,59.866851,59866851
UNC3153853,2,59.905129,59905129
JAX00490644,2,59.914915,59914915
UNC3154424,2,59.957758,59957758
UNC3154691,2,59.978451,59978451
UNC3155130,2,60.016613,60016613
UNC3155331,2,60.035676,60035676
UNC3155745,2,60.070868,60070868
JAX00490685,2,60.080595,60080595
UNC3156052,2,60.09891,60098910
UNC3156358,2,60.132007,60132007
UNC3156634,2,60.159636,60159636
JAX00216667,2,60.184826,60184826
UNC3157051,2,60.201233,60201233
UNC3157235,2,60.224416,60224416
UNC3157438,2,60.256768,60256768
JAX00094887,2,60.257919,60257919
UNC3157761,2,60.284388,60284388
UNC020395307,2,60.31553,60315530
UNC3158171,2,60.316984,60316984
UNC3158623,2,60.347321,60347321
UNC3159059,2,60.375926,60375926
UNC3159331,2,60.416624,60416624
JAX00216670,2,60.433862,60433862
UNC3159715,2,60.441119,60441119
UNC3160043,2,60.467092,60467092
UNC3160733,2,60.508161,60508161
UNC3161089,2,60.528813,60528813
JAX00490761,2,60.533399,60533399
JAX00490762,2,60.533487,60533487
UNC3161523,2,60.558597,60558597
UNC3161805,2,60.593228,60593228
UNC3162432,2,60.644106,60644106
UNC3163059,2,60.685054,60685054
JAX00490789,2,60.691814,60691814
UNC3163399,2,60.710866,60710866
UNC3163760,2,60.739776,60739776
UNC3164034,2,60.764791,60764791
JAX00490799,2,60.768021,60768021
backupUNC020082225,2,60.802296,60802296
UNC3164718,2,60.809928,60809928
UNC3165511,2,60.865075,60865075
UNC3165994,2,60.908139,60908139
UNC3166246,2,60.927609,60927609
UNC3166570,2,60.955839,60955839
JAX00094940,2,60.957075,60957075
UNC3166931,2,60.987951,60987951
UNC3167310,2,61.020352,61020352
UNC3167638,2,61.046255,61046255
UNC3168121,2,61.0794,61079400
JAX00094951,2,61.10167,61101670
UNC3168446,2,61.106382,61106382
UNC020311055,2,61.116083,61116083
UNC3168700,2,61.128402,61128402
JAX00490868,2,61.161703,61161703
UNC3169302,2,61.16811,61168110
UNC3169718,2,61.207462,61207462
UNC3170131,2,61.239763,61239763
UNC3170612,2,61.270287,61270287
UNC3170841,2,61.291597,61291597
JAX00094965,2,61.303091,61303091
UNC3171355,2,61.325208,61325208
UNC3171612,2,61.356586,61356586
JAX00490902,2,61.385789,61385789
UNC3172062,2,61.39125,61391250
UNC3172294,2,61.407137,61407137
UNC3172785,2,61.446256,61446256
UNC3173194,2,61.477771,61477771
JAX00490927,2,61.49051,61490510
UNC3173488,2,61.508259,61508259
UNC3173830,2,61.527704,61527704
UNC3174382,2,61.57005,61570050
UNC3174724,2,61.599035,61599035
UNC3174976,2,61.629104,61629104
UNC3175188,2,61.661504,61661504
JAX00094995,2,61.687788,61687788
JAX00094996,2,61.688202,61688202
UNC3175371,2,61.689053,61689053
UNC3175666,2,61.720963,61720963
JAX00490950,2,61.753493,61753493
UNC3175860,2,61.755516,61755516
UNC3175969,2,61.784704,61784704
JAX00095003,2,61.78689,61786890
UNC3176061,2,61.802839,61802839
UNC3176260,2,61.838353,61838353
UNC3176665,2,61.90099,61900990
UNC3176950,2,61.936588,61936588
JAX00095015,2,61.944208,61944208
UNC3177120,2,61.966474,61966474
UNC3177441,2,62.005252,62005252
UNC3177637,2,62.027367,62027367
UNC3177982,2,62.060105,62060105
UNC3178352,2,62.090119,62090119
UNC3178655,2,62.114941,62114941
JAX00490980,2,62.125519,62125519
UNC3179019,2,62.138318,62138318
UNC3179439,2,62.183708,62183708
UNC3179842,2,62.244703,62244703
UNC3180168,2,62.277711,62277711
JAX00095041,2,62.307383,62307383
UNC3180505,2,62.315049,62315049
UNC3180671,2,62.335609,62335609
UNC3180929,2,62.365614,62365614
JAX00095046,2,62.38099,62380990
UNC3181341,2,62.411511,62411511
UNC3181445,2,62.417146,62417146
JAX00095051,2,62.435087,62435087
UNC3181947,2,62.451409,62451409
UNC3182386,2,62.490014,62490014
UNC3182647,2,62.525832,62525832
UNC3182855,2,62.54979,62549790
UNC3183164,2,62.574803,62574803
UNC020395654,2,62.605131,62605131
UNC3183586,2,62.614932,62614932
UNC3184173,2,62.649086,62649086
UNC3184514,2,62.672928,62672928
UNC3184772,2,62.689537,62689537
JAX00491084,2,62.716389,62716389
UNC3185107,2,62.71943,62719430
UNC3185533,2,62.755464,62755464
UNC3186137,2,62.79506,62795060
UNC3186484,2,62.828708,62828708
UNC3186828,2,62.854629,62854629
